御異議ないと認め ます , 立憲民主党 ・ 民 友 会 の 蓮 舫 です
 国民の皆様 から 統計 に対する この 不 信 の 目 が 向け られている わけでございますので こうした 国民の皆様 の 信頼 を取り 戻 す 上において 丁寧な 説明を しなければならない と こう 考えております , 隠蔽 の 疑い を 真摯に 受け止めて 丁寧に 説明 する
 どういう 方 をお 呼び になる か は 国会で お 決め になる こと だと思っております , 二〇一六年 十月 総務省 に 全 数 調査を していると う その内容 を 届け出 た 室 長 衆議院の 予算委員会で も 参議院の 予算委員会で も 再三 再三 私たちは この 人に 出てきて いただきたい と 要請 していた ら 政府が 反対 しているという 説明 ですよ
 事実関係 など については 特別 監査 委員会 の報告書 で これは 私は 明らかに されている と思っております , いや 特別 監察 委員会の 報告 で うそ を つ いた 虚偽 を 申請 した 本当 の ことは 分かって い ながら
速記を起こして ください , 総理 答え 簡単な んですよ
 国会 から 御 要請 があれば 政府としては 当然 答弁を する 政府 の職員 であれば ですね まあ 民間 人 であれば 別 でありますが 政府 の職員 であれば 当然 出てきて 答弁を する ということになる わけでございますので いずれにいたしましても それは 国会で お 決め になる ことであります , 委員長 今 総理が 大切な 答弁 をしていた だけ ました
 後刻理事会で協議 をさせていただきます , もう一つ この 参考人 を 出 さない だけじゃなくて もう一つ 重要な 指標 を出して いない のは なぜ 共通 事業所 の 実質 賃金 は 公表 しない んですか
まず 毎 勤 統計 の 賃金 系 列 これは 二つ あります , 統計 不正 をした 厚労省 が この 統計 の 課題 を 整理 している って もう 本当に 何を 言っている か 分からない んですけれども
速記を起こして ください , 大臣 ね 名目 から 物価上昇率 を 除 すれば それは それは 近 似 値 出る んじゃないですか
今委員 おっしゃられました が 近 似 値 では 我々 統計 を作る 側から い え ば 近 似 値 近 似 値 というような ものは やっぱり 出 せ ません , 大臣 野党 の ヒアリング で 厚労省 の職員 は 計算 を したら マイナス になると 認めて いますよ
 共通 事業所 や 系 列 の 数値 を見て 数値 を見て ユーザー の観点から いろいろな 加工 をする これは 私は ユーザー として 当然 だと思います , 総理 実質 賃金 を出す と 参考 値 ベースで これまで 賃金 上昇 率は プラス として いた ものが マイナス になる から 出 さない 理由 を 検討 している ということではない ですよね
ですから 経済 の実態 におきましては 言わば 総 雇用 者 所得 が 大切 だということを 私 申し上げております から この 毎 勤 統計 におきまして そういう 数字 が 出てきて も それは そういう 説明 をさせて 今まで も させていただいて きて 今まで も させて きて いただいております から これは それに は 変わり がない ということを申し上げて いるところでございます , 厚労省 の 不正 とは 別に 統計 というのは 国家 の 信頼 であり 税 を使って 政策 をつくる ときの 重要な 指標 なんです
ただいまから予算委員会を 再開いたします , 引き続き 質問させていただきます
 消費税 につきましては 伸び ていく 社会保障 費 に対応するため そして 同時に 人 生 百 年 時代 を迎え る 中において 社会保障制度 の在り方 も 変え なければいけない 全 世代 型の 社会保障制度 に 変えていく 上において 幼児教育 の 無償化 あるいは 真 に必要な 子供たち への 高等教育 の 無償化 を行っていく そうした 財源 を確保するため に 消費税の 引上げ をお願い をしていく , 過去 二回 総理は 増税 を 先 送り している んですね
 リーマン ・ ショック 級 の 出 来 事 が ない限り 法律 にのっとって 引き上げる 予定 でございます , この 夏 参議院 議員 選挙 があります
今 申し上げましたように リーマン ・ ショック 級 の 出 来 事 が ない限り 法律 にのっとって 消費税 を 引き上げる 方針 でございます , この 秋 の 消費税増税 で 国民に 負担 してもらう 税収 が 五兆円 強 増える んですね
その 図 の どこまで 御説明 申し上げれば いいですか , この 二 兆 二 百八十 億 は 一回 こ っ き り で 終 わ る 措置 です
ですから この 二 兆 二 百八十 億 とそれから 車 住宅 等の 減税 三 千億 につきましては 臨時 特別 の 措置 として 行う ものであります から 恒久 的には 続 か ない という形 でありまして きちんと 財源 の方が 確保 される ということであります , プ レ ミ ア ム 商品 券 これは 何 でしょうか
今回 行います のは 基本的には 各自治体 単位 で 特に 低所得者 それから 二 歳 未満 の 小さな お子さん の いる 家庭 について 金額 でいいますと 二 万五千 円 分の 商品 券 につきまして 二 万円 で 購入 できる と , 低所得者 の負担 が 半年 間で 消費税増税 分 で 五 千円 だから その 部分 を 二 万円 の 商品 券 を 買 った ら 二 万五千 を 積み 増 す というのは それは 理解 できる んです
 ゼロ から 二 歳 児 の方々 恐らく この 後 議論 いただける んだと思うんです けれど やはり 子育て の負担 というものが 大きく なって まいります , 次の 資料 なんですけれども 内閣府 に ゼロ 歳 児 から 二 歳 児 を 五 千円 にする 根拠 を 伺った ら 左 の いわゆる 割合 を出して きた んですね
 あえて かどうかは ちょっと 知りません が これ どちら の 図 で 見て も そんなに これ の 左 が 割合 で 右 側 の方が 額 ということであります けれど ちょっと テレビ を 御 覧 の皆さんに は 小さい 文 字 なので 分かりにくい か と思うんです けれど 左 側の ブル ー の部分 丸 で 囲 って ある ブル ー の部分 右 側 でも ブル ー なんですけど これが 生活 用 品 費 になります , とはいえ やっぱり これ 割合 ではなくて 額 で 見て い か ないといけない と思うんです
 ゼロ ― 二 歳 児 の 小さな 乳 幼 児 が いる 子育て 世帯 につきましては 三 歳 以上の 子供 が いる 世帯 と 比べ まして 生活 用 品 費 生活 消 耗 品 費 に係る 支出 の割合 が高い ため とりわけ 税率 引上げ による 負担 感 を 緩和 する必要がある と の 考え の下 対象と されているもの と 承知をいたしております , いや 全く か み 合って いません
今 消費 性 向 と これは 得 た 収入 の中から どこまで 消費 に 使う かという 割合 であります けど これ を見ますと 特に 二十 代 から 三十 代 つまり 子育て をしている 世代 しかも 小さな 子供 お子さん の いる 世代 の方が 消費 性 向 が 低い と つまり 消費 を 抑制 する 傾向 があると , 少子化 担当大臣 それは 本当に 少子化 対策 に資する と思います か
この プ レ ミ ア ム 商品 券 などの 臨時 特例 の 措置 につきましては 消費税率 の 引上げ に当たり 経済 に 影響 を 及 ぼ さない ように すること などの 政策 目的 で 実施 されるもの と 承知 を いた しておりまして また 期間 も 半 年間 というふうに なって おりまして 少子化 対策 としての 政策 目的 であると は 考えておりません , つまり 少子化 対策 というよりは 消費 刺 激 効果 その 部分 の 経済 政策 着 眼 した という答弁 だと思うんですが ただ そうすると そもそも 給付金 や 商品 券 というのは 本当に 消費 刺 激 効果 下 支え 効果がある のかどうか
これは 過去に 実施 された 定 額 給付金 とか 商品 券 の いわゆる 給付 によって いわゆる 消費 行動 に プラス 効果 があった ということは これは 内閣府 の 分析 で 示 されております , 第一 生命 経済 研究所 の 分析 では 麻生 総理が 実施 した 定 額 給付金 は 二兆円 を 消費 刺 激 に 還元 すると 二割 の 四 千億 に と ど まる と 分析 されている んですよ
何か 消費 を 何 というか 引き上げる というよりも これは 基本的には 前回の 経験 消費税率 引上げ の 経験 も踏まえて 引上げ 前の 駆け 込み 需要 そして 引上げ 後の 反 動 減 大きな これを 経済 変動 これを 平 準 化 するために 行う わけでありまして 一定 期間 の 消費 というのは 基本的には 一定 です , とはいえ やっぱり 消費税増税 一度 き り で 半 年間 だけで 五 千円 上乗せ をする プ レ ミ ア ム 商品 券 過去の 政策 を実施 した その 分析 効果 を もう少し 見ると 私は そんなに 平 準 化 の 効果 というのは 高く ない んだ と思っています
 待機児童 が 増える のではないかと の 懸念 の声 がある ことは 承知をいたしております が この 無償化 の問題 基本的に 三 歳 から 五 歳 まで を 対象と しておりまして その 九割 以上 が 既に 認可 施設 を 利用 できている ことから 待機児童 への影響 は 限定 的 である というふうに思っております , 違う んです
 少子化 対策 の観点から は 調査 によれば 二十 代 から 三十 代 の 若い 女性 において 理 想 の 子供の 数 を持た ない 理由 として 八割 前後 の方が 子育て や 教育 に お金が 掛 か り 過ぎる こと を挙げて おり 最大の 理由 となっております , 待機児童 対策 になります かと さっき から 伺って いる の に お答え にならない
 全体の 対策 として 申し上げますと 幼児教育 の 無償化 これは 今後 生まれ て くる 子供 を含めた 少子化 対策 将来的に 子供 を 産 みたい と思う ときに どれ くらい の お金が 掛かる だろう かと こういったこと を 考えた ときの 少子化 対策 で もありますし 幼 児 期 から 協 調 性 がある よう になる とか 将来の 社会 対応 能力 こういった いわゆる 非 認知 能力 を 向上 させていく さらには 人材 能力 人材 の 力 ということで 日本の 成長 力 の強化 と こういった 目的 から 行う ものであります , 保育士 処遇改善 を 安倍内閣 が や っていない とは 言って いません
 保育士 の 処遇改善 極めて重要だ と思っております , ここ が 決定 的に 考え方 の違い なんですね
お答えをいたします , ありがとうございました
 我々 政治家 は 政策 を実現する ため 真摯に 努力を 続け 国民の 負 託 に 応え て いかなければ なりません , 実際 は 違った んですよ
基本的に まさに これは 参議院 の皆様 が その 良 識 にのっとって 御議論 をされる と こう思う ところでございますが まさに 院 において 御議論 を され その 結論を出 された と このように考えております , 議論 していない んですよ 本当に
お答え申し上げます , 国会議員 の 会 館 は 定数 が 減る ことは 想定 していて も 増える ことは 想定 していない んです
お答え申し上げます , 約 一億 九 千万 です 総理 三人 分 で
お答えいたします , 来年度 予算 案 にも 計上 されています 一人 七 千五百 三 十万円
お答え申し上げます , 定数 六 人 増や す だけで 三十 一億円 の 経費 が 掛かる
確かに 議員 を 一人 増や す あるいは 減ら す 当然 これは 予算 が 掛かる あるいは 予算 が 減 っていく わけでございます , 総理は 去年 六月 の 党 首 討論 でも この 公 選 法の改正 は 臨時 的な 措置 と 認められ ました
私 総理大臣 として ここ に立って おりますので 今 の御質問 には なかなか お答え するのは 難しい の でございますが あえて 申し上げますと 自由民主党 の中 におきましても 衆議院 参議院 それ 自体 の 運営 在 り 方 に関わる ことは それぞれの 院 が 責任を持って 決定 すること になっておりまして まさに 参議院の こと につきましては 参議院 におきましては 参議院の 自民党 において 御議論 を いただくこと になると こう思っております , さ て 来年度 予算 案 なんですが 二兆円 を超える ば ら ま き が 加 わ った が ために 当初 予算 案 が これ 憲 政 史 上 初 だと思いますが 百 兆円 を 超え ました
それは そのとおりだと思います , では オリンピック ・ パラリンピック 担当大臣 に伺います が 政府の オ リ パ ラ 基本方針 で 予算 その ガバナンス はどう すると 決めて います か
 オ リ パ ラ 基本方針 におきまして 限られた 予算 と 時間 で 最高 の 大会 を実現する ため 関連 施策 については 事業の 進 捗 と 効果 を 点検 すること を通じて 効率 的 効果 的に 実行 し 施策 に 要 する コスト を できる限り 抑制 すると 定められて おります , 基本方針 には そのとおり に 書かれて います
 V 予算 では 大会 経費 を 一 兆 三 千五百 円 と 試算 この うち ......( 発言する者あり ) あっ 一 兆 三千 五 百億円 と 試算 この うち 国 費 は 一 千五百 円 政府としては ......( 発言する者あり ) 千 五 百億円 政府としては これ を含め オ リ パ ラ 関係 予算を 取りまとめ て 公表 しており 平成二十五年 から 三十 一 年度 の 会計 で 二千 百九十 七億円 です , 今 おっしゃられた V 予算 って 何 ですか
お答えさせていただきます , V を バー ジ ョ ン と言って みんな から お お と言われる の やめて くださいよ
 議員 御指摘の 三 兆円 という 金額 は 本来 の 行政 目的 のために 実施する 事業 であり 東京 大会 の 関連 性 が 低い 事業 なども 含 んだ 金額 であり 大会 開催 のための 直接 的な 経費 については 組織 委員会 において 一 兆 三 千五百 円 と 公表 しております , 組織 委員会 が 発表 したもの に比べて 東京都 が 追加 措置を した
 櫻 田 さん , 蓮 舫 です
 東京 大会 は 東京都 が 招致 して 開催 する ものであり その 準備 運営 は 開催 都市 の 東京都 が 主導 するのが 基本 であります , 大臣 私が 何で 国が 全部 総額 を 把握 して どれだけ 膨 ら んで そこに 無駄 があるのか ないのか 効率的な のか それとも もっと 予算を 投 じ た 方がいい のか を ガバナンス を してくれ という ときに 総額 を 抑え て ください と言う のは 政府 保証 を 付け ている から なんです
大変 失礼 いたしました , そのとおり です
お答えさせていただきます , 二〇一三年 以降 オリンピック ・ パラリンピック 大会 は 相当 経費 が 膨 ら んで しまった ので I O C が 様々な 経験 値 から 導 き 出した 経費 削減 策 を 提案 して 組織 委員会 は 相当 努力を して コスト を 抑え ている
 オ リ パ ラ に 関係 する 施策 の 実効性 を 担保 し その 進行 管理 に資する よう 毎年 大会 開催 に 直接 資 する 経費 を オ リ パ ラ 関係 予算 として 取りまとめ る とともに おおむね 一年 に 一回 の 大会 の 準備 及び 運営 の推進 に関する 政府 の取組 の状況 に関する 報告 において 幅広い 事業の 進 捗 と 効果 を 点検 しているところであります , 会計検査院 が オ リ パ ラ 関連 予算 は 八 千 百億 と 指摘を した んだけれども 櫻 田 大臣は それは 四 分の 一 の 二千 百九十 七 億 が 関連 予算 だと 言っている んです
昨年 会計検査院 が 公表 した 報告書 では 大会 と の 関連 性 を 整理 すること 大会 の 準備 運営 等に 特 に資する 事業 については 経費 の 規模 の 全体 像 を示す ことが 求められて おります , じゃ 低 く 見 積 も っていない ということでよろしいですか
その とおりであります , ごめんなさい
 会計検査院 の 指摘 を受けて 事業 ごとに 各省庁 と 協議 を行い 東京 大会 と の 関連 性 について 東京 大会 を 当該 事業の 主たる 目的 と しているもの か それとも 本来 の 行政 目的 のために 実施 しているもの か あるいは 当該 事業の 便 益 が 東京 大会 に限定 されるもの か 東京 大会 に 直接 資 する 金額 の 算 出 が可能 かどうか といった 観点から 個別に 判断 した結果 でございます , じゃ その 線 引き も含めて なんですけれども 東京 オ リ パ ラ で 政府が これ 当然 だと思います 最も 重視 しているのは セキュリティー です
 個々の 事業 の内容 によって 判断 される べきもの と思っております , 二つの テロ 対策 事業 がございます
 情報収集 ユ ニ ット に関して 申し上げれば この 予算 の中には 様々な 国の 能力 支援 関連 の ODA あるいは 在外公館 の 警備 の 強 靱 化 そうした 予算 が 含まれて おります , 河野 大臣の答弁 よく 分かります
 東京オリンピック の 前に 今年の 即 位 の 礼 もございます , では 国 交 大臣 に伺います
 海上保安庁 では 競技 会 場 等の テロ 対策 に 万全を期 す ため テロ の 未 然 防止 のための 警備 体制 の強化 などの 経費 といたしまして 小型 測 量 船 や 警備 資 機 材 の整備 費 等を 計上 しております , 近年 ク ルー ズ 船 で 訪 日 する 外国人 観光客 が 急 増 していること から あるいは 世界 的な テロ の 脅威 の 増大 密 輸 密 航 など 国民の 安全 を守る ための 海上 警備 体制を 充実 させて きている と 拳 銃 等の 武器 も 拡充 してきている と
 御指摘 御 提示 されている 資料 中 含まれる の 枠 内に 記載 されている 海上保安庁 が 所管 する 海上 警備 体制 の強化 のように 資 機 材 の整備 により 東京 大会 のための 警備 体制 を強化する 事業 については 大会 招致 を前提に 新たに 又は 追加 的に 講じ る 施策 として オ リ パ ラ 関係 予算 として 整理 しております , 大臣 違います
 大会 を 契 機 として 調達 する ものであります , では 政府の テロ 対策 オ リ パ ラ 大会 を見 据え た テロ 対策 推進 要 綱 御存じ ですか
 二〇二〇年 東京オリンピック 競技 大会 ・ 東京 パラリンピック 競技 大会 等 を見 据え た テロ 対策 推進 要 綱 は 平成二十九年 の 十二月 十一日 国際 組織 犯罪 等 ・ 国際 テロ 対策 推進 本部 において 決定 しております , これが 基 軸 で この 情報 機能 の強化 は 予算 が 付け られている んです
その 目的 が 東京 大会 に限定 されているもの は オ リ パ ラ 関係 予算 として その 目的 が 幅広く その他の 未来 の 行政 目的 である ものは これに 含 め ないと の考え方 の下 整理 をしているところでございます , じゃ この 海上 警備 体制 は 東京 オ リ パ ラ 大会 に限定 している んだったら 終わった ら 解散 ですか
それは オ リ パ ラ 大会 で なければ 購入 を していなかった ものであります , 時間が ない から これ以上 もう 言い ません が この 小型 測 量 船 の 買 換 え は 別に オ リ パ ラ 大会 が きっかけ じゃない んです
確かに その 経緯 については 蓮 舫 さんが 説明 された とおり な んでしょう が まさに この 東京オリンピック ・ パラリンピック を 契 機 として 予算を 付け た というのが 最終的な この 予算を 付け た 契 機 でございますから そういう 趣旨 で それは 分けて いるということ なんだろう と , 総理 よく よく 御自身 の 大臣 を 観 察 された 方がいい と思います
御異議ないと認め ます , 立憲民主党 ・ 民 友 会 の 蓮 舫 です
この際 委員の異動について御報告 いたします , 立憲民主党 の 蓮 舫 です
お答えさせていただきます , 済みません 何を 言っている か ちょっと 分 から なかった んですけど つまり 将来の 予算 額を お示し することは困難
 予算 は 抑制 に 努 め させていただきます , コスト は できる限り 抑制 当然 です
 オープン な プロセス により 意思決定 を行う とともに 施策 に対する コスト を できる限り 抑制 する , オープン な プロセス により ちゃんと 国民に お示し をする
 大 枠 を踏まえて 作成 したものでございます , 大 枠 と は何 ですか
 東京 二〇 二〇 オリンピック ・ パラリンピック 競技 大会 の 役割分担 に関する 基本的な 方向 について いわゆる 大 枠 の 合意 とは 平成二十九年 五月 に 東京都 組織 委員会 国 及び 競技 会 場 が 所在 する 自治体の 四 者 において 大会 に向けた 経費 の 縮 減 効率化 や 必要な 財源 の確保 に努める とともに それぞれの 役割分担 及び 経費 分担 の 基本的な 方向 について 合意 した ものであります , 三 枚目 の資料 の下に その 大 枠 合意 の 概要 をお 付け をいたしました
 関係者 間で 取り 決めた ということでございます , どうやって 取り 決めた んですか
 関係者 間で 協議 をして 決めた そう でございます , どんな 協議 をしました か
 協議 の 子 細 については 承知しておりません , そこが 一番大事な んです
はい , 四 分の 一 は じゃ どうやって 決めた んですか
 組織 委員会 が 二分の一 で あと は 東京都 と 国が 二分の一 ずつ だ そうです , 違います
 平成二十九年 の 五月 に 東京都 組織 委員会 国 及び 競技 会 場 が 所在 する 自治体の 四 者 において 合意 した それぞれの 役割分担 及び 経費 分担 の 基本的な 方向 について それまで の 協議 の結果 や 合意 の内容 に関しては 東京都 が ウ エ ブ サイト において 公表 しております , 東京都 が ウ エ ブ サイト によって 公表 しています か
 大 枠 の 合意 については そのとおり 私が 言った とおりでございます , 大臣 違います
 二十 九年 以降 の ことについては 公表 されております が 二十 八年 以前 の ものについては 公表 されておりません , 済みません この 大 枠 の 合意 が 発表 された のは 二十 九年 の 五月 ですよ
 されております , じゃ 決まった 経緯 の 途中 経過 は 公表 されています か
 それ 以前 の 過程 については 保存 していない のか と 問われ ている ところでございますが 内 々 の 打 合 せ 等 については 必ずしも メモ を作成 していない 場合 も あり得る と考えております , 内 々 の 打 合 せ 以外の 打 合 せ が あるんですか
 大 筋 の 合意 に関する 協議 の 過程 や 合意 の内容 についても 関係者 間の 了承 の下 開催 都市 である 東京都 が ホームページ において 公表 している ものと承知しております , 東京都 が 保有 していた メモ 五十 八 枚 は 公表 されて いません
先日 十五日 東京都 情報公開 審査会 が 都 と 国と 組織 委員会の 役割分担 に関する 文書 に関する 答申 を 公表 した ことは承知しております , 国 に 残っている んですか と 聞いているんです
 今後 は 情報公開 請求 を受けた 東京都 が 答申 を受けて どのような 対応を するのか まずは 注視 してまいります , 何 度 聞け ば 分かります
 何が どこまで あるのか 確認 させていただきます , 確認 して その結果 を すぐ この委員会 に 出 していただきたいと思います
そう させていただきます , 公文書管理法 は 公文書 は 国民 共有 の 財産 だと
その 件 については 確認 させていただきたいと思います , さっき 公表 している と言った の は何 なんですか
 そういったこと も含めて 資料 については 十分 確認 させていただきます , 分 から なくて 答弁 された んですか
 大 枠 合意 が 決め られた 資料 については 公表 されております , それは 私 資料 で 添付 しています
 千七百 二十 五億円 につきましては 新 国立 の問題 と パ ラ 経費 と それに パ ラ 経費 以外の 部分 日本 選手 強化 費 セキュリティー 対策 ド ー ピ ング 対策 等 でございます , 八 千 百億円 が 会計検査院 から オ リ パ ラ 関連 予算 と 指摘 されました
 あくまでも 千七百 二十 五億円 については 新 国立 と パ ラ 経費 と それ以外の オ リ パ ラ 関係 予算 でございます , それ以外の オ リ パ ラ 関連 経費 で オ リ パ ラ 関連 予算 とした ものと そう じゃない と 外 したもの の基準 がある はず です
 A は 大会 の 準備 運営 に 特 に資する ものとして B と C は 本来 の 行政 目的 が 別に あるもの というふうに 区別 しております , 済みません A って 何 ですか
 A というのは 先ほど お話し しました 新 国立 のところ と パ ラ 経費 と 大会 の 準備 運営 等に 特 に資する 事業 でございます , 会計検査院 報告 の 指摘 を踏まえた 調査結果 について A B C と 区 分け をしました
 サイバー攻撃 複合 防 御 モデル ・ 実習 演 習 は 行政機関 や 民間企業 等を 対象と した 幅広い サイバー セキュリティー 対策 の 演 習 プログラム であり 組織 委員会 を 対象と する サイバー コ ロ ッ セ オ は その 一つの メニュー として 実施する ものであります , 金額 でいうと これは 資 する んですか オ リ パ ラ 関連 予算 に
 組織 委員会 を 対象と する 事業 であります , いや 先ほど 大臣 自ら おっしゃった じゃないですか
 執行 の結果 特定 するもの です , 平成二十八年度 七億円 の予算 のうち 九 千七百 万円 が 平成二十九年度 十四 億 の予算 のうち 六 千七百 万円 が オ リ パ ラ 大会 に向けた サイバー セキュリティー の 人材育成 予算 です
 小型 家 電 リサイクル 制度 を活用する メ ダ ル プロジェクト に関わる 広報 業務 は 小型 家 電 リサイクル の推進 に向けて 従来から 実施 している 広報 業務 の一環として 実施 している ものであります , メ ダ ル プロジェクト は 去年 から 始まった もの です
 メ ダ ル プロジェクト の 広報 普及 は 小型 家 電 リサイクル の 普及 促進 のため 従来の 業務 の一環として 実施 している ため オ リ パ ラ 関係 予算 に 計上 して おりませんでした が 当該 事業 額の 算 出 が可能 であった ため 大会 の 準備 運営 に 特 に資する 事業 として 区別 いたしました , 会計検査院 から 指摘 をされて オ リ パ ラ 事務局 が 新たに 関連 予算 だと したのは 僅 か 三つの 事業 しかない んです
 内閣官房 が 所管 する 当該 事業 については 緊 迫 する テロ 情勢 を踏まえ 我が国 における 国際 テロ の 情報収集 ・ 集約 体制 の 抜本的 強化 が必要である と の 認識 の下 平成二十七年 十二月 国際 テロ 情報収集 室 国際 テロ 情報収集 ユ ニ ット 等 を設置 するなど 東京 大会 の 開催 を 控え 各国 治安 情報 機関 との関係 強化 を始めとする 情報の 収集 集約 に 取り組んでいる ものと承知をしております , いや 今の答弁 聞いて も まさに オリンピック のための 予算 じゃないですか
 当該 事業 については 東京 大会 に限らず 厳しい 国際 テロ 情勢 等 を踏まえて 継続的に 実施 していく べき 事業 であり 大会 招致 を前提に 新たに 又は 追加 的に 講じ る 施策 と の オ リ パ ラ 関係 予算 の要件 に該当し ない ため オ リ パ ラ 関係 予算 として 整理 していなかった ものであります , 政府は 平成二十九年 十二月 二〇二〇年 東京オリンピック 競技 大会 ・ パラリンピック 競技 大会 等 を見 据え た テロ 対策 推進 要 綱 を 作 りました
 大会 に資する 面 は ありますが それだけ に 限 られない 事業 である ため オ リ パ ラ 関係 予算 とは 整理 されていない と 理解しております , 会計検査院 が 二 百八十 六 事業 八 千 十 一億円 が オ リ パ ラ 関連 予算 だと 指摘を した の が 今年の 十月 です
 予算 だけではなく 支出 とか そういった 面で も 検討していく ということでございます いく 予定 でございます , じゃ もう一つ 伺います
 オ リ パ ラ 関係 予算 は 平成二十八年度 から 三十年 度 までの 三年間 予算 ベースで 集計 した 金額 である 一方 会計検査院 が 集計 した 金額 は 平成二十五年 から 二十九年度 までの 国の 予算 以外の 財源 を含む 五年間 の 支出 額 となっております , 平成二十五年 から カ ウン ト した 方がいい のか 平成二十八年 から カ ウン ト した 方がいい のか 納税 者 である 国民に は どちら が 親 切 だと思います か
 今後 は 二十五年 からの 支出 に合わせて 取り 扱 った 方がいい と思っております , 初めて 真っ 当 な 答弁 が 返 って きました
 年 明 け を目指して 次の 公表 のとき まで お示し させていただきたいと思います , 次の 公表 って 何 ですか
 お 時間 ですので まとめてください , 私の質問 時間 の ほとんど を 大臣が 答え られ なくて 後ろ を聞いて 答弁 者は 大臣 じゃない じゃないですか これ じゃ
時間 です , とても 大臣 に資する 人 ではないということ が よく 分かりました
速記を起こして ください , 立憲民主党 の 蓮 舫 です
 生産性 という言葉 をどう 使う か いろんな 議論 がある ところ な んでしょう けど 子供 をつくる か つく らない かということ に関して 生産性 という 概念 を 当てはめ る のは 間違って いる んだろう と このように考えております , 自民党の 杉 田 議員が 月 刊 誌 新 潮 4 5 が 廃 刊 となる きっかけ となった 寄 稿 L G B T の カ ップ ル は 子供 を つく らない 生産性 がない 税金 を そこに 使う ことが いいのか と これ 書 かれ ました
御指摘のとおり L G B T と言われる 性 的 少数 者 に対する 不当な 差別 や 偏 見 は あってはならない ことであります , 安倍総理 は 総裁 選 の間に この件 について 問われ ると まだ 若い ですから これから 注意 しながら 仕事を していって もらいたい
今 申し上げましたように 内閣 与党 野党 を 問 わ ず 国民 から 選ば れた 一人一人 の 政治家 は 自身 の発言 で 関係者 を 傷 つけ ること のない よう 細 心 の 注意 を 払わ なければならない , 答えて いません
 答え ている と思いますが 自身 の発言 で 関係者 を 傷 つけ ること のない よう 細 心 の 注意 を 払わ なければならない と , 細 心 の 注意 がなかった
 存じております , そして 杉 田 議員 本人 が ようやく 記者 の 取材 に 答え た のは 寄 稿 して から 三 か 月 後の 十月 二十四日
それは 御本人 が 説明 していること なんだろう と思いますが 党 として の考え方 は 既に お示し をしている とおり です , 世の中 に 待機児童 なんて 一人 も いない 待 機 しているのは 預 け たい 親 でしょう S N S に 何度も 発信
まあ 私 とは 意見を 異 に します , 総理 いかが お考えでしょうか
その 発言 について 私 確認 している わけで ございませんので ......( 発言する者あり ) いや いや それを 私自身 が 確認 させていただいて おりませんので コメント の しよう はございません が それが 事実 である とすれば 今 根本 大臣が 答弁したとおり であります , 事実 を 私は 調べて 今 御紹介 を させていただいています
 処分 するかどうか ということは 党 で 判断を していくこと でありますが 先ほど申し上げたとおり 自身 の発言 が どういう 影響を及ぼす かということ に 常に 細 心 の 注意 を 払って いく べき だろうと このように思います , その 程度の 認識 という の に 愕 然 と いたします
お答えいたします , いや よく分からない
 新たな 受入れ 制度 についてお尋ね ですので 今回の 新たな 受入れ 制度 については 特段 の 技術 技能 知識 又は 経験 を 必要 と しない 労働 に従事する 活動 を行う 外国人 を 受け入れる 政策 ではない ということでございます , 二 ページ に 資料を 付け させていただきました
これは 今後 政府 基本方針 において 検討 しよう ということ ではございますが 現段階で 例えば 業務 を 遂行 する に当たり 監督 者の 指示 を 理解 し 業務 を 遂行 することができる 又は 自ら の判断 により 業務 を 遂行 できる 能力 というのが これ に該当し ますが この 技能 に 達 するために やはり 相当 期間 の 実務 経験 など を有する 者 というものを 考えております , いや 全然 分かりません
 それぞれの 業種 受入れ 分野 ごとに 業 所管 庁 が 定める 試験 等 において 確認 されるもの でございますが 先ほど申し上げたように やはり それぞれの 分野 業種 において 業務 を 遂行 する に当たり 監督 者の 指示 を 理解 し 的確に 業務 を 遂行 することができる 自ら の判断 により 業務 を 遂行 することができる 能力 そして それを 取得 する には 相当 期間 が 要 るということ これについては 業 所管 省庁 と 緊 密 に 連携 を 連絡 を取り 合 った 上で 今後 決めていく ということになる と思います , 全く 分かりません
 御 通告 ありませんでした ので 今 詳しい 資料 が 手元に ない の ですが ただいま 検討 しているところ ではないか というふうに思っております , 閣議決定 をして それに サ イン を され 今後 基本方針 を 決定 して 業種 を 各 担当 省庁 が 決めていく んです
 宿泊 業 の中の 相当 程度の 技能 ということ か と存じます が それ については 現在 検討 しているところ か と存じます , 何を 検討する んですか
 ベ ッド メ ー キ ング が 該当 するかどうか は 今 ちょっと 手元に はっきり お答え できる 資料 はない の ですが 宿泊 業 として 求められる 相当 程度の 技能 ということを 全体 的に 検討 している という状況 であります , 宿泊 業 として 求められる 相当 程度の 技能
 御 静粛に , 済みません
 全般 的に 業種 横断 的な 技能 レベル について これについて 先ほど申し上げたように 一定の 専門性 技能 を有する 業務 ということを 決めていく , 法務大臣 は 各省庁 が 今 検討 している と言う 例えば 国 交 大臣に 聞いた ら 全く 分からない と言う
 今の段階で は 検討 精査 をお願い しているところであります , 相当 程度の 技能 水準 は 検討 が 終わって から 法案 審議 が 始まり ますか
まず この法律 の 立て 付け として その 法律 が 認める 在留資格 の大 枠 が 決 ま ら なければならない そして それ に基づいて 政府 方針 が 決 ま ら なければならない その 政府 方針 に基づいて 分野 別 方針 が 決まる という 論理 的な 順 序 になっております , 在留資格 の大 枠 こそ が どの 分野 どの 業種 で 働く か ある程度 の 技能 かということ に 当てはま る んじゃないですか
